"STOCK LIST AS AT 06.04.26, 11.16AM",,,,,,
,,,,,,
,,,,,,
BIN,Item Code,Description,Desc 2,Total Bal. Qty,Cost,Item Group
ATTACHMENT,VCFR30D-109B-H,ROTATING FORK CLAMP,,0,15828,ATTACH
ATTACHMENT,VPPS45E-001A,PUSH PULL,,0,19505.59,ATTACH
ATTACHMENT,VRRB35G-001B,ROTATOR 3.5 TON,,,10363.5,ATTACH
ATTACHMENT,VSSS50D-004B-1170,STRONGER SIDE SHIFT 4.5 TON WITH COOPER BUSH,,0,1965.416,ATTACH
ATTACHMENT,VTFB25D-009A,LOAD EXTENDER,,,9924.82,ATTACH
ATTACHMENT,X150D-SSS-1241,SIDE SHIFT 5.0 TON 1300MM WIDTH 630MM HEIGHT (CASCADE),FOR TCM FORKLIFT,0,4101.19,ATTACH
ATTACHMENT,XZC23221,UPPER AND LOWER HOOKS  [ROTATOR 3.5 TON],,,573.3,ATTACH
FORK,2A100X35X1220,FORK 1.5 TON [4 FT] 100X35X1220MM LIJUN,,0,411.62,ATTACH
FORK,2A122X40X1520,FORK 2.5 TON [5 FT] 122X40X1520MM LIJUN,,0,659.45,ATTACH
FORK,2A122X45X1220,FORK 2.5 TON [4 FT] 122X45X1220MM LIJUN,,5,721.78,ATTACH
FORK,3A122X45X1520,FORK 3.0 TON [5 FT] 122X45X1520MM LIJUN,,0,747.78,ATTACH
FORK,3A122X45X1820,FORK 3.0 TON [6 FT] 122X45X1820MM LIJUN,,0,939.34,ATTACH
FORK,HC/100X35X1220SH,REACH TRUCK PIN FORK 1.5 TON [4 FT] 100X35X1220MM,,10,420,ATTACH
FORK,HC/1220MM-FORK-2T,FORK 1.5 TON [4 FT] 100X40X1220MM HC,CASCADE CLASS 2A,5,390,ATTACH
FORK,HC/1220MM-FORK-3T,FORK 3.0 TON [4 FT] 122X45X1220MM HC,CASCADE CLASS 3A,16,520,ATTACH
FORK,HC/1220MM-FORK-IIA,FORK 2.5 TON [4 FT] 122X45X1220MM HC,CASCADE CLASS 2A,5,450,ATTACH
FORK,HC/122X40X1220SH,REACH TRUCK PIN FORK 2.5 TON [4 FT] 122X40X1220MM,,4,533.04,ATTACH
FORK,HC/1820MM-FORK-1.5T,FORK 1.5 TON [6 FT] 100X35X1820MM HC,CASCADE CLASS 2A,1,1100,ATTACH
FORK,HC/1820MM-FORK-3T,FORK 3.0 TON [6 FT] 122X45X1820MM HC,CASCADE CLASS 3A,1,1000,ATTACH
FORK,HC/1820MM-FORK-4.5T,FORK 4.5 TON [6FT] 150X50X1820MM HC,CASCADE CLASS 3A,0,1099.04,ATTACH
FORK,HC/1820MM-FORK-6T,FORK 6.0 TON [6 FT] 150x60x1820MM HC,CASCADE CLASS 4A,4,1419.81,ATTACH
FORK,LJHC70-1820,FORK 5 & 7 TON 6 FEET 150x65x1820MM LIJUN,SIZE: 150 x 65 x 1820,1,1845.18,ATTACH
FORK,MCFC2A351001220X,FORK 1.5 TON [4 FT] 100X35X1220MM,,0,325,ATTACH
FORK,MCFC2A401221220X,FORK 2.5 TON [4 FT] 122X40X1220MM,S-02351,,400,ATTACH
FORK,MCFC3A451221220,FORK 3.0 TON [4 FT] 125X45X1220MM,,0,490,ATTACH
FORK,TCM59710-24H05R,FORK 3.0 TON [6 FT] 125X45X1820MM,S-01758,,739.9,ATTACH
FORK,TCM59710-L1116R,FORK 2.5 TON [6 FT] 125X45X1820MM,,0,680,ATTACH
FORK,TCM59710-L1406R,FORK 1.5 TON [6 FT] 100X35X1820MM,,0,480,ATTACH
FORK,TCM59710-L9004R,FORK 5.0 TON [6 FT] 150X65X1820MM,,,1350,ATTACH
FORK,TVH/11979007,FORK 2.5 TON [4 FT] 125X45X1220MM,S-00159,0,490,ATTACH
FORK,TVH/11979012,FORK 2.5 TON [6 FT] 125X45X1820MM ,P-00188,0,755,ATTACH
FORK,TVH/11979045,FORK 3.0 TON [5FT]  145X45X1520MM [13335399],S-01395,0,690,ATTACH
FORK,TVH/11979055,FORK 3.0 TON [8 FT] 125X50X2400MM,P-01631,,1150,ATTACH
FORK,TVH/13320798,FORK 1.5 TON [4 FT] 100X35X1220MM,S-00162,0,345,ATTACH
FORK,TVH/13320811,FORK 3.0 TON [4 FT] 125X45X1220MM,S-01385T,,400,ATTACH
FORK,TVH/13320820,FORK 4.5 TON [6FT] 150X50X1820MM,P-00721,0,1200,ATTACH
FORK,TVH/13965704,PIN FORK 1.5 TON [4 FT] 100X35X1220MM,S-00105,0,440,ATTACH
FORK,TVH/13965719,PIN FORK 1.5 TON [5 FT] 100X35X1520MM,S-01202,0,520,ATTACH
FORK,TVH/14170291,FORK 7.0 TON [8FT],,0,1881,ATTACH
FORK,TVH/19152426,FORK 1.5 TON [5 FT] 100X35X1520MM,,0,405,ATTACH
FORK,TVH/34820737,FORK 3.0 TON [7 FT] ,,0,950,ATTACH
A01-01,S-01312,"WIRE LINER[CASING PVC 3/4""",E CASING PVC 0.6,6,3.5,S/PARTS
A02-01,S-01764,FORKLIFT SPEED LIMITER,SP02A-2,,560,S/PARTS
A02-02,S-01770,SPEED LIMITER BRACKET,S-01770JIT,3,100,S/PARTS
A03-01,S-01031,SPRAY N10,N10,75,6,S/PARTS
A03-02,S-01212,SPRAY FLAT BLACK [29]7097 SAN CORA,400ML-AE-AN-29,88,8,S/PARTS
A03-03,S-00746,SPRAY BLACK [30] SAN CORA [1846],400ML-AE-AN-30,24,8,S/PARTS
A03-04,S-00744,SPRAY SILVER 3 [10093] SAN CORA,400ML-AN-03 (803),25,8,S/PARTS
A03-04,S-02471,SPRAY SILVER [018] CHROME SAN CORA,,13,11,S/PARTS
A03-05,S-00745,SPRAY RED [33] 9385,400ML-AE-AN-33,15,8,S/PARTS
A03-06,S-02359,SPRAY CLEAR [01] 6604 SAN CORA,400ML-AE-AN-01,23,8,S/PARTS
A03-06,S-02443,SPRAY WHITE [02],400ML-AE-AN-01,19,9.8,S/PARTS
A04-01,M6X1.0,NIPPLE M6X1.0,S-01482,50,0.9,S/PARTS
A04-02,M6X45,NIPPLE M6X45,S-01487,99,2.2,S/PARTS
A04-03,3/8X1.0,NIPPLE 3/8 X 1.0 [1/8'' BSP STR GREASE NIPPLE],S-01483 ,73,0.9,S/PARTS
A04-04,96456-01000,NIPPLE 1/8 X 9.6,S-01635,20,2.5,S/PARTS
A04-04,M6X90,NIPPLE M6X90,S-02292,15,1.5,S/PARTS
A04-06,S-00726,HE-30 HARDEX 5 MIN METAL EXPOXY [3TON],GLU HE-30 M/EXPOXY,17,8.5,S/PARTS
A04-07,S-00725,RS-625 HARDEX H.GREY SILICONE,GLU RS-625 H.GS,19,12,S/PARTS
A04-08,S-01169,DRIVE MOTOR BEARING SENSOR [BMB-6022E] TOYOTA,14194-10922 7FBE,18,192.36,S/PARTS
A05-01,A05-01,EMPTY BIN,EMPTY BIN,,,S/PARTS
A05-02,S-01258,DRIVE MOTOR BEARING SENSOR [BMB-6022E] MODIFICATION,14194-10922,1,200,S/PARTS
A05-03,S-01991,ROLLER COMPLETE W/O BEARING SENSOR RRE,BT211685 W/O BEARING SENSOR [BMB-6202/032S2] NEW MODAL,3,360,S/PARTS
A05-04,S-02064,HEIGHT INDICATOR ROLLER ASS [NOT INCLUDING SENSOR BEARING] ,OLD MODEL,2,450,S/PARTS
A05-05,S-01447,DRIVE MOTOR BEARING SENSOR [BMB-6202/032S2/UB108A] BT-RRB2-7 HEIGHT INDICATOR,BT-160436-001-M,10,308.03,S/PARTS
A05-08,S-01162,DRIVE MOTOR BEARING SENSOR [BMD-6206/064S2/UA108A] BT,6206 BMD/064S2/UA108A [BTP160918],30,286.73,S/PARTS
A06-01,52210-26600,DAMPER [ BONET SUSPENSION - 8S ],S-01374K,0,45,S/PARTS
A06-01,52210-26620,DAMPER / GAS SUSPENSION 8S,ABSORBER LOCK ASSY - 8FD/FDZN20-30,11,30,S/PARTS
A06-02,52250-13130,DAMPER  BONET SUSPENSION 7FB / 8FBE  RH,S-01122,5,45,S/PARTS
A06-02,52260-13130,DAMPER [ BONET GAS SUSPENSION - 7FB ] LH,52260-13130-71,6,45,S/PARTS
A06-03,52210-23320,DAMPER [ BONET SUSPENSION - 7FD/FG 1.0-4.5 TON ],S-01522P,2,45,S/PARTS
A06-04,535C2-60401,BONNET ABSORBER/DAMPER/GAS SPRING-SHOCK ABSORBER TCM,,0,95,S/PARTS
A07-01,S-00016,SIDE MIRROR [PIN],558(P),19,14,S/PARTS
A10-01,23320-23600,DIESEL TANK CAP,S-00757K,2,15,S/PARTS
A10-02,12180-76005,ENGINE OIL CAP,S-00755,4,8,S/PARTS
A10-02,12181-76002,ENGINE OIL CAP,S-00756K,2,8,S/PARTS
A10-03,45180-23600,STEERING KNOB,S-00754K [45103-23600],12,30,S/PARTS
A10-04,11101-GTH,GAS TANK HEAD @ GAS ADAPTOR,S-00753K,11,38,S/PARTS
A10-05,45254-22000-71,GROMMET 6FBRE12-16,S-01406U,4,50,S/PARTS
A10-06,45103-15550-71,"KNOB,  STEERING ",S-01914 [SUBSTITUDE 45103-23600-71],6,50,S/PARTS
A10-06,45136-23600-71,CAP PLASTIC,S-01618,7,26.97,S/PARTS
A10-07,16401-23001,RADIATOR CAP,S-00750K,10,15,S/PARTS
A10-08,56194-26600-71,GROMMET,,6,14,S/PARTS
A10-08,56451-23320-71,"GROMMET 7FD10-35, 7FGJ35, 7FDJ35",,5,10,S/PARTS
A10-09,56192-23600-71,GROMMET,,22,14,S/PARTS
A10-10,S-02449,DOUBLE PIPING LOCK,,10,3,S/PARTS
A10-10,S-02450,CABLE TIE BRACKET,,80,3,S/PARTS
A11-01,58840-23420,"PRESSURE HYDRAULIC SENSOR 7FG/D10-30, 7FB10-30, 7FBJ35, 7FBE10-20, 7FBR10-30",S-01547E,1,175,S/PARTS
A11-02,24412-13500,CONTACT,,2,155.86,S/PARTS
A11-02,24413-13500,CONTACT,,3,47.73,S/PARTS
A11-02,TVH/108TA5519,CONTACT,,1,157.84,S/PARTS
A11-03,24452-12900-71,"CONTACT SET, SHORT[6FBRE16]",S-01095,3,336,S/PARTS
A11-04,24460-13300-71,CONTACT SET 7/8FB/8FBE15-18 SUBS TO 24460-16560-71,S-01513 [MAIN / PUMP] SUBS TO 24460-16560-71,0,215,S/PARTS
A11-05,24206-22500-71,PUMP CONTACTOR 4FB10-25 / FBRE10-18,F.O.C,1,0,S/PARTS
A11-05,TVH/106TA2377,CONTACT,S-01285T,1,33.33,S/PARTS
A11-06,S-01917,MAIN FUSE [SS-MF-40AMP] MINI,SS-MF40A,3,9.5,S/PARTS
A11-07,24410-12902-71,CONTACTOR ASSY DRIVE[6FBR/6FBRE],S-01433,0,1750,S/PARTS
A11-08,58840-13900,PRESSURE HYDRAULIC SENSOR,S-01296E,1,300,S/PARTS
A12-01,3128@CLASS III,HEZE/CASSCADE [BALE/CARTON PAPER ROLL CLAMP],7080142 QUICK RELEASE HOOK,1,321.66,S/PARTS
A12-01,3129@CLASS II,HEZE/CASSCADE [BALE/CARTON CLAMP],7080097 QUICK RELEASE HOOK,1,310.43,S/PARTS
A12-02,667995,HEZE/CASSCADE [BALE/CARTON CYLINDER KIT],CASCADE NO.667995 SUITABLE FOR 35D SERIES,4,61.8851,S/PARTS
A12-03,555227,CASSCADE [PAPER ROLL CLAMP SERVICE KIT],MODEL: 45F-RCP-05B S/N: XIA1100537,0,202.87,S/PARTS
A12-03,555725,HEZE/CASSCADE [PAPER ROLL CLAMP],CASCADE NO.6839095 SUITABLE FOR PAPER ROLL CLAMP 60D&25F SERIES,1,99.03,S/PARTS
A12-04,675361,BUSHING [HINGE FORK CYC BUSH],,4,30.73,S/PARTS
A12-04,D03/207107,AXLES AND PINS,FOR HINGE FORK 3.0 TON,3,17.25,S/PARTS
A12-05,A11157,SERVICE KITS [HINGE FORK CYLINDER OVERHAUL KIT] [41294795],,2,175.57,S/PARTS
A13-03,MIRROR[178],MIRROR [178],S-01481K,1,14,S/PARTS
A14-01,S-00053,CANVES,S-00053,11,75,S/PARTS
A15-01,S-01571,FAN AC240V 120X120X38MM ,DP201A2123H AC-220FAN 220-240V [RPM2650] 0.119A 17W,8,30,S/PARTS
A15-02,S-01260,FAN DC24V 120X120X25MM ,7FBR10-25 & 6FBRE10-20 [EEC0252B2-0000-A99],25,50.31,S/PARTS
A15-03,S-02294,FAN DC48V 120X120X38MM,BT-RT/RR & MODIFIED 6FBRE10-20 [GD12038BL-DC48V],17,50.31,S/PARTS
A15-05,S-00946,FAN DC24V 120X120X38MM,7FB10-30 [EEC0382B1-0000-A99 DC24V - 9.2W @ PANEL FAN],13,43.1,S/PARTS
A16-01,57630-26600-71,FUSIBLE LINK 8FD/FG10-30 [BLOCK ASSY],S-00993U,4,180,S/PARTS
A16-02,S-01455,CLIP 3101,S-01455,135,0.5,S/PARTS
A16-03,S-01489,CLIP 3008A,,69,0.5,S/PARTS
A16-04,S-01454,CLIP 3007 ,,118,0.5,S/PARTS
A16-05,S-01452,CLIP 3006 - COVER CLIP,S-01452CBC,86,0.5,S/PARTS
A16-06,52185-23600-71,"CLIP, SILENCER 8FD/FG10-30",S-01636U,64,7.5,S/PARTS
A16-07,S-01485,BRAKE STOPPER,S-01485,49,1.5,S/PARTS
A16-08,S-00960,BRAKE BULB 1016 [12V] TW,110-003-002,73,0.6,S/PARTS
A16-09,S-00959,SIGNAL REVERSE BULB 1141 [12V] STL,110-003-001,72,0.75,S/PARTS
A16-10,S-00957,HEAD LAMP H3 BULB [12V] ,110-003-013,28,6.5,S/PARTS
A16-11,S-00956,HEAD LAMP BULB (48V) [6/7 FB/FBRE/FBR/ BT],TVH/125TA7079,17,19.816,S/PARTS
A17-01,S-00967E,FUSE HOLDER HX-3721,112-008-006,33,2.5,S/PARTS
A17-02,67V 24V,BULB 67V 24V [SMALL],,10,1.5,S/PARTS
A17-02,BA15S,BULB 56V 10W [G18X35MM] 1 PIN,LITHIUM,34,8.0845,S/PARTS
A17-02,BAY15D,BULB 56V 10W [G18X35MM] 2 PIN,LITHIUM,53,8.0845,S/PARTS
A17-02,S-01307,BULB 1016 [24V] STL,110-004-002,32,0.8,S/PARTS
A17-02,S-01309,BULB 1141 [24V] STL,110-004-001,26,1,S/PARTS
A17-03,S-00963,SIGNAL BULB 1142 [48V] TW [2 PIN],119-025-005 [TVH/103TA4614],37,7,S/PARTS
A17-04,S-00962,SIGNAL BULB 1141 [48V] VITALITE [1 PIN],1141 [119-025-004],32,7,S/PARTS
A17-05,S-00239,HEAD LAMP H3 BULB [48V] 7FB,S-00239E,35,18.5,S/PARTS
A17-05,TVH/106TA4878,BULB 60V 25/10W BAY15D,LITHIUM,23,7.61,S/PARTS
A17-06,S-00961,BRAKE BULB 1016 [48V] TW,119-025-003 [TVH/845568],42,7,S/PARTS
A18-00,S-02476,CB-1 MICRO SWITCH COVER 90,,8,3.8,S/PARTS
A18-00,S-02477,CB-2 MICRO SWITCH COVER 45,,4,3.8,S/PARTS
A18-01,S-00948,CONTROL VALVE LIMIT SWITCH - HORIZONTAL,Z-15GQ21-B,12,48.5,S/PARTS
A18-02,S-00947,CONTROL VALVE LIMIT SWITCH - STRAIGHT,Z-15GQ22-B,14,48.5,S/PARTS
A18-03,57413-22500-71,HORN CONTACT [7/8FD/G 10-30],S-01412U,16,12,S/PARTS
A18-04,57414-23600,SPRING HORN CONTACT 2TD20,,0,6.7,S/PARTS
A18-04,57415-23600,HORN CONTACT 2TD20,,2,7.78,S/PARTS
A18-04,57457-13500-71,HORN CONTACT [6/7FB10-30],S-01411U,47,27,S/PARTS
A18-05,S-00972,CABLE LUG 50MM-10,,20,1.8,S/PARTS
A18-05,S-02468,CABLE LUG 50MM-8,,14,1.8,S/PARTS
A18-06,S-01921,CABLE LUG 35MM-10,,17,1.2,S/PARTS
A18-06,S-02470,CABLE LUG 35MM-8,,36,1.1,S/PARTS
A18-07,58830-13131-71,BRAKE SWITCH 8FBN15-30,S-01388,12,140,S/PARTS
A18-08,S-01539,CABLE LUG 70MM-12,,18,2.5,S/PARTS
A18-08,S-02469,CABLE LUG 70MM-8,,36,2.35,S/PARTS
A18-09,S-01543,PILOT LIGHT [RED COLOUR],IDEC YW1P-1BEQ0-R(RED) C/W BULB,7,9.8,S/PARTS
A18-10,S-00969,GS CHARGER DIODE SKN 71/12 [UP],SKN 71/12 [227-9444] VS-40HFR120,14,47.72,S/PARTS
A18-11,2279438,RECTIFIER DIODE 40HF120,40A 1200V,10,53.07,S/PARTS
A18-12,S-01102,GS CHARGER DIODE SKN 130/12 [UP] ,,12,135.57,S/PARTS
A18-13,S-01214,GS CHARGER DIODE SKN 130/12 [UP],,2,95,S/PARTS
A18-14,S-01101,GS CHARGER DIODE SKR 130/12 [DOWN],,11,135.57,S/PARTS
A19-02,FEU-1D,FIRE EXTINGUISHER C/W CAR BRACKET - 1KG DRY POWDER [UNIQUE] ,S-01961,12,48,S/PARTS
A20-01,A20-01,EMPTY BIN,EMPTY BIN,,,S/PARTS
A21-01,24271-13200,TRANSISTOR SIT TSM002,S-01431,2,250,S/PARTS
A21-01,24271-13300,TRANSISTOR SIT TSM003,S-01430,1,250,S/PARTS
A21-02,S-00966,CONTACTOR-MC-32A-3P 415AVC,415V,3,86,S/PARTS
A21-03,S-00965,CONTACTOR AC 240V-MC-32A,LS-CONTACTOR-AC 240V-MC-32A,3,86,S/PARTS
A21-04,24550-23130,DIODE / TRANSISTOR PUMP 7FB25,24560-23130,2,367.5,S/PARTS
A21-05,24060-40530-71,FUSE BLOCK ASSY 7FB/E 8FB/E,F.O.C,1,0,S/PARTS
A22-01,S-00772,ALTERNATOR SOCKET HX-7320,112-SOC-HX7320,8,18,S/PARTS
A22-02,89422-76001,SWITCH HEATER,S-00773,3,52,S/PARTS
A22-03,S-00775,TEMPERATURE SWITCH,83420-16010 / 83420-76001-71,4,22,S/PARTS
A22-04,57440-13200,WORK LAMP SWITCH 7FB,S-01271,0,407.16,S/PARTS
A22-04,S-02467,BUTTON WORK LAMP SWITCH 7FB,,2,22,S/PARTS
A22-05,83530-36012,OIL SWITCH [115-FEW-PS131],S-00774,7,9,S/PARTS
A22-06,57530-10920-71,RELAY ASSY [48VDC 1A] 8FBN15-20,TVH/12776357,5,80.34,S/PARTS
A22-06,S-00208,RELAY [12V-30A-5PIN] BOSCH,12V 5P 30A,0,10,S/PARTS
A22-07,57430-26640-71,FLASHER UNIT 8FD/FG,S-01664U,5,60,S/PARTS
A22-08,23741-76006-71,BAND CLAMP,S-02140 [TVH/1423056] ,3,25,S/PARTS
A22-08,S-02311,RELAY [12V-87A-5PIN] TRILUX,TL5T-12V87A,0,8,S/PARTS
A22-09,57420-26600-71,SWITCH STOP LAMP@ BRAKE SWITCH 8S,S-01157U,2,65,S/PARTS
A22-10,S-00776,BRAKE SWITCH [HX-3026] DATSUN TW ,115-014-013 @ SH-600,8,15,S/PARTS
A23-01,57410-23420-71,RELAY FLASHER 7S,S-00139U,5,80,S/PARTS
A23-02,S-01403K,RELAY[12V],F552,2,10,S/PARTS
A23-03,TL5T-12V,RELAY [12V-40A-5PIN] TRILUX,S-01545,14,8,S/PARTS
A23-04,CS-3046-24V,POWER RELAY [24V-4PIN] CS-3046,S-02250,6,6.5,S/PARTS
A23-05,S-01697,RELAY [24V-87A-5PIN] TRILUX,115-014-004,7,8,S/PARTS
A23-06,115-015-006,POWER RELAY [12V-4PIN] TS-6480 TW,S-01071,6,40,S/PARTS
A23-07,0986AH0253,RELAY [24V-20A-5PIN] BOSCH,S-02251 [0986AH0 253-424],3,12,S/PARTS
A23-08,IDEC YW-E10,PUSH BUTTON A600 UI600V,S-02253,0,,S/PARTS
A23-09,S-01472,ON- OFF SWITCH ,E-TEN1021(2PIN) TOGGLE SWITCH,6,3.5,S/PARTS
A23-10,S-02155,ON- OFF SWITCH [3 PIN],,3,4.5,S/PARTS
A23-11,S-01615,ON- OFF SWITCH,22/25/30[IDEC YW 2POS.SEL.SW.YW1S-2E10(1NO)],3,15,S/PARTS
A23-12,S-01310,HORN SWITCH,,13,2.1913,S/PARTS
A23-13,S-01677,MAIN FUSE [MY-80A] HEATER 7FD,111-005-028,3,10,S/PARTS
A23-14,S-01318,RELAY [12V-30A-4PIN] CS-3981-A ,CS-3981-A @ 115-014-017,7,8,S/PARTS
A23-15,S-00952T,MICRO SWITCH,4400858,4,27.3,S/PARTS
A23-16,S-00951,MICRO SWITCH WITH ROLLER,V-155-1C25,13,4.1,S/PARTS
A23-17,S-00954,LONG LEVER WITH ROLLER,V-156-156-1C25(15A/1.2HP/250VAC),11,3.8,S/PARTS
A23-18,S-00955,SHORT LEVER WITH ROLLER,V-155-1A5,18,4.1,S/PARTS
A23-19,S-02511,90 DEGREE ANGLED COPPER CABLE LUG 70MM-10 [LITHIUM],,8,8.5,S/PARTS
A23-19,S-02512,90 DEGREE ANGLED COPPER CABLE LUG 50MM-10 [LITHIUM],,5,5,S/PARTS
A23-19,S-02513,90 DEGREE ANGLED COPPER CABLE LUG 50MM-8 [LITHIUM],,5,5,S/PARTS
A24-01,57440-13131-71,RELAY FLASHER 6/7FBR10-18,S-01410U,2,95,S/PARTS
A24-02,115-014-018,RELAY [12V-25A-5PIN] CS-3983-C ,CS-3983-C @ S-01697E,5,15,S/PARTS
A24-03,90891-03008,POWER STEERING TRANSISTOR SKM100GAL123D[7FB15-25],S-01000,2,420,S/PARTS
A24-04,90891-03019,POWER STEERING TRANSISTOR SKM100GP12T4 6FB/6FBR,S-01001,2,420,S/PARTS
A24-05,11291-33930-71,"PLATE, NAME 14Z-II",S-01964,4,24,S/PARTS
A24-05,11291-UC010-71,"PLATE, NAME 1DZ-II",S-01963,6,8.5,S/PARTS
A24-06,57430-13700-71,FLASHER UNIT,S-02243  [TVH6016920],2,124.45,S/PARTS
A24-07,23705-23001,SUPPORT- PIECE OF CONNECTION,S-02215 [TVH2687791] TANK CLAMP,2,50.49,S/PARTS
A24-08,23605-23001,ROD END WITHOUT SPHERICAL BEARING,S-02217,4,48.13,S/PARTS
A24-09,57640-26600-71,"BLOCK ASSY,JUNCTION 8FG/FD10-30",,3,370,S/PARTS
A24-10,S-02408,600A 300V TRANSISTOR USED 6FBRS18,,0,350,S/PARTS
A25-01,S-02502,FIRE EXTINGUISHER C/W CAR BRACKET - 1KG DRY POWDER [SRI FIRE] ,,0,80,S/PARTS
A25-02,62050020,BATTERY CABLE 50MM 镀锡电缆线,,104.94,36.6,S/PARTS
A25-02,62050053,BATTERY CABLE 70MM 镀锡电缆线 ,,10,52.51,S/PARTS
A26-01,818-LP-327,HEAD LAMP UNIVERSAL 12V /80V [LL01-064-1003A],S-00003,2,88.5,S/PARTS
A26-02,120-033-026,FORKLIF WARNING LAMP SMD [12V/80V],S-00002E,2,95,S/PARTS
A26-03,XRL 1081A 10-80V BLUE,REVERSE LED BLUE LIGHT [OVAL SHAPE],XRL1081A ,1,55.25,S/PARTS
A26-04,XRL 1081M 10-80V BLUE,REVERSE LED BLUE LIGHT [SEMI-OVAL SHAPE],XRL1081M,1,139.15,S/PARTS
A26-05,100100417,FORKLIFT LED WARNING LIGHT / SAFETY LIGHT / OVAL TYPE / 20W (BLUE),,9,48,S/PARTS
A26-05,XRL 1081R 10-110V DC BLUE,REVERSE LED BLUE LIGHT 3W [SQUARE SHAPE],XRL1081R,16,40.73,S/PARTS
A27-01,XRL 1004C 10-80V DC,LED HEAD LIGHT 10V-80V,XRL1004C,83,23.36,S/PARTS
A27-02,XRL 2010A 10-110V DC,LED BEACON LIGHT [ORANGE COLOUR],XRL2010A,90,32.34,S/PARTS
A28-01,56630-26600,REAR LAMP 12V [RH] - 8FD/FG 15-30,S-02022,3,65,S/PARTS
A28-02,56640-26600,REAR LAMP 12V [LH] -  8FD/FG 15-30,S-02186,5,60,S/PARTS
A28-03,56680-13131-71,"LAMP ASSEMBLY 48V [LH] 8FBN15 , 8FBE18",S-01655U,2,150,S/PARTS
A28-04,56670-13131-71,"LAMP ASSEMBLY 48V [RH] 8FBN15 , 8FBE18",S-01673U,3,150,S/PARTS
A29-01,56630-23320,REAR LAMP [RH] - 7FD/FG 15-30,,3,55,S/PARTS
A29-02,56640-23320,REAR LAMP [LH] - 7FD/FG 15-30,,4,55,S/PARTS
A29-02,TVH/9107216,BATTERY CONNECTOR @ REMA PLUG FEMALE [80A],S-00021T,0,78,S/PARTS
A29-03,56640-13130-71,LAMP ASSEMBLY 48V [LH] 7FB10-25,S-01709U,18,70,S/PARTS
A29-04,56620-23000,REAR LAMP ASSY 6FD20-30/6FG15-25,S-00012,1,33,S/PARTS
A29-05,TVH/12169818,REAR LIGHT,S-01935,2,99.25,S/PARTS
A29-06,216G2-40731,"LENS, AMBER PLASTIC",TCM-FD70Z8,2,11.89,S/PARTS
A30-01,56635-23320,LENS [RED],S-01126,4,12.32,S/PARTS
A30-02,56634-23320,LENS [ORANGE],S-01125 [5454020],4,13.8,S/PARTS
A30-03,56636-23320,LENS [WHITE],S-01127,7,6.35,S/PARTS
A30-04,56610-23000,REAR LAMP ASSY 6/7FD20-30,S-00011 [SUB PART NUMBER 56610-23001-71],2,35,S/PARTS
A30-05,12-1047,LAMP,S-01105,4,30,S/PARTS
A30-06,S-01938,ST15W80VR SAFETY,RED LIGHT,1,205,S/PARTS
A30-07,53220-26610-71,"PANEL ASSY, 8FD/FG 10-30",S-01892U,2,385,S/PARTS
A31-01,100100419,RED LED ZONE LIGHT/WARNING LIGHT,,0,50,S/PARTS
A31-02,XRL 1081E 10-80V DC RED,LED FORKLIFT RED LIGHT ,XRL1081E,22,82.65,S/PARTS
A31-03,XRL 1081M 10-80V RED,REVERSE LED RED LIGHT,XRL1081M,1,163.5,S/PARTS
A31-04,XRL 1081P,RED LASER ALIGNMENT SYSTEM,,1,248.94,S/PARTS
A31-05,XRL 1082B 10-80V DC BLUE,REVERSE LED BLUE LIGHT 12W [SQUARE SHAPE] BLINKING BLUE SPOT,XRL1082B,13,83.24,S/PARTS
A31-06,XRL 1334 10-80V BLUE,REVERSE LED BLUE LIGHT [ROUNDER SEMI-OVAL SHAPE] 18W,LED POWER 18W,5,99.18,S/PARTS
A32-02,56510-1224V,HEAD LAMP,S-01013,0,30,S/PARTS
A32-03,S-02400,SOCKET UNIVERSAL FOR RELAY 5 PIN 48V / 40A,,69,9.9,S/PARTS
A32-04,S-02401,RELAY 5 PIN 48V 40A,,12,9.9,S/PARTS
A32-05,S-02403,8 PINS AUTO WATERPROOF CONNECTOR MALE LED HEADLIGHT,,31,10.8,S/PARTS
A32-06,S-02404,8 PINS AUTO WATERPROOF CONNECTOR FEMALE LED HEADLIGHT,,31,10.8,S/PARTS
A32-07,S-02402,RELAY 5 PIN 80V 40A,,3,8.9,S/PARTS
A32-08,S-02426,PDB 56PA432 32A 4PIN PLUG,,2,101,S/PARTS
A33-01,214A2-40202,REAR LAMP ASSY FD50T9 TCM [24V],TVH7049118 [TC243C2-42432-R],2,32.92,S/PARTS
A33-01,243C2-42432,REAR LAMP ASSY FD50T9 TCM [24V],,2,138.09,S/PARTS
A33-02,56651-26600,REAR LAMP COVER 8S,S-00010K,4,20.78,S/PARTS
A33-03,56506-23000,LIGHT MOUNTING BRACKET 6FB,P-01519 [TVH442333],2,108.4,S/PARTS
A33-04,56671-10920-71,PROTECTION COVER - 7FBE,S-00032U,2,200,S/PARTS
A33-05,56651-23320,PROTECTION COVER [7S],S-00015,2,42,S/PARTS
A33-06,17831-23320,AIR GRID [6065687],S-00060T,4,37.64,S/PARTS
A33-07,52672-12640-71,COVER RH 8FBE15-18,,2,45,S/PARTS
A33-08,52681-12640-71,COVER LH 8FBE15-18,,4,40,S/PARTS
