"STOCK LIST AS AT 06.04.26, 11.16AM",,,,,,
,,,,,,
,,,,,,
BIN,Item Code,Description,Desc 2,Total Bal. Qty,Cost,Item Group
F02-06,16304-UB010,PIPE 6/7/8FG15-30 4Y[16304-78150],S-00629U,3,75,S/PARTS
F02-07,90101-12003-71,BOLT TOR CON-C[FLY WHEEL SCREW],S-01276,4,16.5,S/PARTS
F02-08,16321-78150,INTAKE WATER,S-01242T,2,48.55,S/PARTS
F02-08,16331-UD010,INTAKE WATER,,3,26.96,S/PARTS
F02-09,68171-16560-71,"HOSE, LP-C 8FBN25",S-02269,5,255,S/PARTS
F02-10,68115-30511,HYDRAULIC HOSE,S-01494,3,60,S/PARTS
F02-11,68172-12640-71,"HOSE, RETURN 8FBE15",VALVE TO HYDRAULIC FILTER 2WAY,3,50,S/PARTS
F02-12,68173-12640-71,"HOSE, RETURN 8FBE15",VALVE TO HYDRAULIC FILTER 3WAYS,3,80,S/PARTS
F02-13,68174-12640-71,"HOSE, RETURN 8FBE15",VALVE TO HYDRAULIC FILTER 4WAYS,4,65,S/PARTS
F02-14,68175-12640-71,"HOSE, RETURN 8FBE15",HYDRAULIC FILTER TO TANK,2,60,S/PARTS
F03-01,17811-26640-71,"HOSE, AIR FILTER",S-01118U,7,255,S/PARTS
F03-02,17113-UC010,PIPE INTAKE-C 7/8FD15-30,S-02236,2,460,S/PARTS
F03-03,16512-43630-71,WATER HOSE ,S-00670,1,28,S/PARTS
F03-04,68165-30520,HYDRAULIC HOSE,S-00655,3,52,S/PARTS
F03-05,68112-23660,HYDRAULIC HOSE,S-00669,4,45,S/PARTS
F03-06,68191-36761-71,"HOSE, RETURN 8FD45N",,3,230,S/PARTS
F03-06,68192-36760-71,RETURN HOSE 4 WAYS 8FD40N,,2,195,S/PARTS
F03-07,68165-13130-71,"HOSE LP-C 7FB20,25",S-01820U,2,185,S/PARTS
F03-08,68168-13130-71,"HOSE LP-C 7FB20,25",S-01819U,3,180,S/PARTS
F03-09,68111-10921-71,"HOSE, LOW PRESSURE 7FBE10-20",,2,120,S/PARTS
F03-10,68151-10920-71,"HOSE, RETURN 7FBE18",,3,96,S/PARTS
F04-01,17744-20540,AIR INLET HOSE 8FD10~30,,0,30,S/PARTS
F04-01,17811-26620,FLEXIBLE AIR HOSE 8FD10~30,S-02324,5,55,S/PARTS
F04-02,16262-78150,RADIATOR HOSE BY-PASS HOSE,S-00662K,5,15,S/PARTS
F04-03,16511-30510,"RADIATOR HOSE, FD 3.5 TON",S-00660K,2,35,S/PARTS
F04-04,16512-30510,BOTTOM (7FD35),S-00661K,2,33,S/PARTS
F04-05,16511-26601,HOSE UPPER 8FG-4Y,S-01436TF,4,35,S/PARTS
F04-06,16512-26600,HOSE LOWER 8FG-4Y,S-01438,5,24,S/PARTS
F04-07,16512-23460,RADIATOR HOSE 7S (DIESEL) BOTTOM,S-00665K,6,32,S/PARTS
F04-08,16511-23360,RADIATOR HOSE 7S (DIESEL) - TOP,S-00656K,3,32,S/PARTS
F05-01,68174-26600,HYDRAULIC HOSE,S-00653K,3,65,S/PARTS
F05-02,68115-23360,HYDRAULIC HOSE @ TANK TO PUMP 7FD 20/30,S-01110K,6,45,S/PARTS
F05-03,68115-26620,HYDRAULIC HOSE [LOW] DIESEL,S-00654K,3,60,S/PARTS
F05-04,68176-23320,PIPE TO TANK [7/8 FD/G] 20/30,S-00652K,2,35,S/PARTS
F05-05,68174-23320-71,C VALVE TO PIPE  [ 7/8FD/G],S-01112,4,35,S/PARTS
F05-06,16512-26621-71,RADIATOR HOSE 8S (DIESEL) BOTTOM,S-01435,3,32,S/PARTS
F05-07,16511-26621,RADIATOR HOSE  8S (DIESEL) TOP,S-00657K,3,32,S/PARTS
F06-01,11301-UB010,CASE TIMING CHAIN 4Y,,1,900,S/PARTS
F06-02,67401-13140-71,HYDRAULIC TANK,,2,2600,S/PARTS
F07-01,68174-31090-71,VALVE RETURN HOSE,,1,230,S/PARTS
F07-02,68173-N3070,4TH VALVE RETURN HOSE,,1,165,S/PARTS
F07-03,13715-76014-71,EXHAUST VALVE 4Y,S-01501,12,50,S/PARTS
F07-04,13711-76012-71,INTAKE VALVE 4Y,S-01208U,8,35,S/PARTS
F07-06,15110-76001-71,PUMP OIL 4Y 7FG20-30,S-01222U,3,272,S/PARTS
F07-07,15100-76034-71,OIL PUMP,S-01424U,2,295,S/PARTS
F07-08,15100-UC020,OIL PUMP ASSY    7/8 FD IDZ II,S-02123,1,245,S/PARTS
F07-09,47220-43630-71,BRAKE MASTER PUMP 2TD25,,1,610,S/PARTS
F07-10,16512-23620K,TOP RADIATOR HOSE 6FG20-30,,1,35,S/PARTS
F07-11,16512-23420K,BOTTOM RADIATOR HOSE 7FG20-30,,1,26,S/PARTS
F08-01,68152-10920-71,"HOSE, RETURN 7FBE18",,9,72,S/PARTS
F08-02,80913-76038-71,"SEAL, VALVE 4Y",S-01191,6,14.5,S/PARTS
F08-03,13506-UB030,CHAIN[POWER CHAIN] 13506-UB031,S-00642U,5,200,S/PARTS
F08-04,65462-26600,RUBBER CUSHION [LIFT CYL],,2,84.75,S/PARTS
F08-05,13540-UB010,TIMING TENSIONER 4Y,subtitued 13540-UB011,7,140,S/PARTS
F08-06,13561-76002,TIMING TENSIONER,S-01502,5,12.65,S/PARTS
F08-07,13506-76004,TIMING CHAIN 4Y,S-00639,3,55,S/PARTS
F08-08,13506-78151,TIMING CHAIN substitute 13506-UB021,S-01825,1,205,S/PARTS
F08-09,11702-76014,MAIN BEG 4Y STD,S-00635,10,95,S/PARTS
F08-09,23762-78203-71,PIPE,S-01004U [23762-UC021],0,102.4,S/PARTS
F08-10,11106-UC020,CHAMBER IDZ,S-01226,0,100,S/PARTS
F08-10,90210-08007,VALVE COVER SEAL[IDZII],S-00188K,8,4,S/PARTS
F08-11,11181-76004-71,PLATE 5/6/7FG10-30-C,S-02347,4,70,S/PARTS
F08-12,19850-78200,GLOW/HEATER PLUG,S-00641 @ HKT-PT103,4,20,S/PARTS
F08-13,96411-42000 B,WATER JACKET 20MM,S-02280,13,4,S/PARTS
F08-14,90311-25011B,WATER JACKET 25MM,S-00693K,13,4.5,S/PARTS
F08-15,90330-35014,WATER JACKET 35MM,S-00643,20,5.5,S/PARTS
F08-16,49-40B,WATER JACKET 40MM,S-00634,9,6,S/PARTS
F08-17,96411-45000,WATER JACKET 45MM,96411-45000B,16,7.5,S/PARTS
F08-18,90311-50016B,WATER JACKET 50MM,S-00644,9,8.5,S/PARTS
F09-01,16511-36880,TOP RADIATOR HOSE 8FD45-50N,,2,60,S/PARTS
F09-02,16512-36880,BOTTOM RADIATOR HOSE 8FD45-50N,,1,45,S/PARTS
F09-03,16314-32882,HOUSING,S-01874,1,132.6,S/PARTS
F09-03,32772-23330-71,SPRING-C,S-02237,2,60,S/PARTS
F09-03,67201-30511-71,BRACKET @ SUPPORT 7FD35-45-C,S-00647U,1,500,S/PARTS
F09-03,80179-76035-71,"NUT, CONNECTING ROD IDZ",S-02238,4,4,S/PARTS
F09-04,13711-UC010,INTAKE VALVE IDZ-II,S-01745U,4,20,S/PARTS
F09-04,13715-UC010,EX-VALVE IDZ-II,S-01225U,4,20,S/PARTS
F09-05,67310-30520-71,COUPLING (LONG SHAFT ASSY),S-01437,1,300,S/PARTS
F09-06,67310-31701,LONG SHAFT ASSY,S-01237,1,200,S/PARTS
F09-07,37201-26600-71,COUPLING (8S),S-01090,2,185,S/PARTS
F09-08,37201-30510-71,SPIDER BEARING,S-00651,4,150,S/PARTS
F09-09,37201-23000-71,COUPLING (7S),S-01091K,2,90,S/PARTS
F09-10,15767-UE010,PIPE OIL COOLER,,3,170,S/PARTS
F10-01,32101-22780-71,GEAR FLYWHEEL 8/7FD20-C @ FLYWHEEL IDZ 11,S-01267U,0,860,S/PARTS
F10-01,33151-10580,TOYOTA REACH TRUCK 7FBR DRIVE GEAR BOX FLYWHEEL GEAR (USED),,1,500,S/PARTS
F10-02,32101-22800,FLY WHEEL GEAR (4Y),S-01570T,1,480.69,S/PARTS
F10-03,13453-20541,FLY WHEEL GEAR4Y [ENGINEERING],S-01420K,5,220,S/PARTS
F10-04,41210-23321-71,RINGGEAR & PINION SET,S-00649,2,1180,S/PARTS
F11-01,68117-23130-71,"HOSE, LOW PRESSURE 55",S-01034U,3,385,S/PARTS
F11-02,S-00674,FLEXIBLE AIR HOSE (8S) - EKZOS @ EX PIPE,EXP-1 3/4,3,60,S/PARTS
F11-03,68115-23130-71,"HOSE, LOW PRESSURE 48 7FB25",S-00953U,1,250,S/PARTS
F11-04,68119-23130-71,"HOSE, LOW PRESSURE DB 7FB25",S-00950U,2,200,S/PARTS
F11-05,S-02279,TOYOTA REACH TRUCK 6FBR15 LOAD WHEEL FRONT COVER [BIG L&R] USED,51352-13701,1,200,S/PARTS
F11-06,31123-23620,"PLATE, COVER 6FD15-30 [9MX50X1070]",FOR CAST IRON HOUSING,2,50,S/PARTS
F11-07,32111-23371,HOUSING [ALUMINIUM TYPE],S-01611K,4,650,S/PARTS
F11-07,32111-23670,CAST IRON PLATE [HOUSING 1DZ],,0,450,S/PARTS
F12-01,90917-06004,EXHAUST GASKET 1.0 TON - 3.0 TON,S-00672,7,3,S/PARTS
F12-02,S-00671,EXT GASKET,,7,,S/PARTS
F12-03,096010-0690,"OVERHAUL KIT, DISTRIBUTIVE [SOLENOID]",S-01188,3,148,S/PARTS
F12-03,096218-0270,PLATE,,1,25,S/PARTS
F12-04,90917-06005,EXHAUST GASKET 4.5 TON,S-00673,5,4,S/PARTS
F12-05,13994-76003-71,STUD,S-02240 [TVH426899],3,22.85,S/PARTS
F12-05,22548-78250-71,NIPPLE SUB ASSY 7/8FD10-30 ~FUEL PUMP,,2,136,S/PARTS
F12-05,67231-30510,MOUNTING,S-00633,5,28,S/PARTS
F12-05,80430-76075,GASKET ORING [FUEL PUMP],,6,8.58,S/PARTS
F12-05,TVH/2017920,STUD [ENGINE HEAD],S-01375 [90116-08952],2,10.59,S/PARTS
F12-05,TVH/2017947,AXLE/PIN[ENGINE HEAD 4Y],TVH/2017947,4,8.59,S/PARTS
F12-05,TVH/2017965,METAL PLUG,S-02239 [80345-76001],2,4.17,S/PARTS
F12-05,TVH/3007686,STUD[ENGINE HEAD],TVH/3007686,9,2.88,S/PARTS
F12-05,TVH/374072,METAL PLUG[ENGINE HEAD],S-01372 [80344-76014],2,7.13,S/PARTS
F12-05,TVH/451236,"BOLT, STUD EXHAUST 4Y [ENGINE HEAD 4Y]",S-01399 [80116-76098],6,4.18,S/PARTS
F12-05,TVH/451351,NUT SPECIAL[ENGINE HEAD],TVH/451351,1,8.66,S/PARTS
F12-05,TVH/451903,SEALING RING,S-02241 [80430-76041],4,5.41,S/PARTS
F12-06,22140-78764-71,ROTOR @ 13/14Z,S-01473,2,450,S/PARTS
F12-07,S-02485,FUEL PUMP 4 PIN,,0,0,S/PARTS
F12-08,S-02486,FUEL PUMP 6 PIN,,0,0,S/PARTS
F13-01,17509-26620,EX PIPE 8S 2.5 TON,S-01604K,1,100,S/PARTS
F13-02,17410-23420,EX PIPE 7S 2.5 TON,S-01718 [17504-26600],1,105,S/PARTS
F13-03,17501-23420,EX PIPE 7S 1.5 TON,S-01603,2,75,S/PARTS
F13-04,17509-23320,EX PIPE 7S 1.5 TON ,S-02242 [7FD15],2,75,S/PARTS
F14-01,17510-26620,MUFFER ASSY 2.5 TON,S-01602K,1,250,S/PARTS
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
G01-01,3132-QXG-0A,TILTING CYLINDER KIT,EFL253 / EFL353 / EFL303 [7830-ZBG-3A],6,165.6395,S/PARTS
G01-02,3525-3ZG,FREELIFT CYLINDER SEAL KIT,EFL253 / EFL353 / EFL303 [7830-ZZG-2A],2,169.884,S/PARTS
G01-03,3525-680003-00,REAR LAMP LED LIGHT,EFL252 / EFL253 / EFL353 / EFL303,4,85.4555,S/PARTS
G02-01,3132-65001X-40,DRIVE MOTOR ENCODER,EFL353 / EFL303,2,287.261,S/PARTS
G02-02,3132-65001X-10,ENCODER,EFL353 / CPD25L,2,287.261,S/PARTS
G02-03,3132-ZXG-0A,STEERING CYLINDER SEAL KIT,EFL253 / EFL353 / EFL303,1,149.9685,S/PARTS
G03-01,7830-500062-S0,GAS SPRING SHORT 300N,EFL253 / EFL353 / EFL303,3,79.794,S/PARTS
G03-02,3525-3BG,SIDE CYLINDER SEAL KIT,EFL253 / EFL353 / EFL303 [7330-750001-02],6,93.4375,S/PARTS
G03-03,1221-240000-0A,STEERING MOTOR,RPL201,1,891.7245,S/PARTS
G04-01,3230-610100-00,CHARGING GUARD,EFL253,1,228.6,S/PARTS
G04-02,LB00-210004-00,BMS BOARD,RPL201/201H [LB00-200059-00],0,721.7441,S/PARTS
G04-03,3132-212002-00,SEAT SWITCH,EFL253 / EFL353 / EFL303,2,102.531,S/PARTS
G05-01,3625-650001-00,ENCODER,,3,680.4615,S/PARTS
G05-02,3218-603000-00,HORN SWITCH EFL302,EFL302,1,22.72,S/PARTS
G05-03,3132-66001X-00,ENCODER F1244,,2,564.56,S/PARTS
G05-04,ZK12-GB30-1A,CROWN WHEEL AND PINION,RPL201,3,369.8706,S/PARTS
G05-05,7830-100800-31,Steel tube assembly,EFL 303,1,202.75,S/PARTS
G05-06,3132-52002X-00,BOLT M14*1.5*50,,8,3.2823,S/PARTS
G05-07,3112-604000-00,PROPORTIONAL POTENTIOMETER,,4,106.015,S/PARTS
G05-08,3132-66002X-J0,VALVE CONTROL LINKAGE (OPS COIL),,1,157.45,S/PARTS
G05-09,1113-500012-E2,EMERGENCY STOP SWITCH,"EFL252,CPD15-25",3,36.85,S/PARTS
G05-10,7810-21206X-W0,Bolt M20*1.5-8.8,"EFL253, 303, 353, 252, 302",10,19.89,S/PARTS
G05-11,1155-520009-00,ELECTRICITY TABLE (BATTERY METER FOR FORKLIFT),,2,205.29,S/PARTS
G05-12,1115-510011-00,ACCELERATOR ASSEMBLY,EPL151 (using truck after 3321300883)/ RPL201 (after 3321300883),2,163.081,S/PARTS
GF STAIRS,62008037,DC CONVERTER 12V 4.2A,,90,135.408,S/PARTS
H01-01,5510,FAN BELT 5510,S-01066K,3,25.5,S/PARTS
H01-02,5500,FAN BELT 5500,S-01069K [9001A-96016],2,25,S/PARTS
H01-03,3440,FAN BELT 3440 @BANDO,S-01064,2,14.3,S/PARTS
H01-04,3470,FAN BELT 3470,S-01065,3,15.2,S/PARTS
H02-01,16387-30510,TIMING BELT (7FD50),S-01068,2,65,S/PARTS
H02-02,S-01063,FAN BELT 5470 IDZ @BANDO,5470,15,22.1,S/PARTS
H02-03,S-01062,FAN BELT 5480 IDZ II @BANDO,5480,15,22.56,S/PARTS
H02-04,S-01067,FAN BELT 3460 @BANDO,3460,19,14.72,S/PARTS
H04,16410-23331A,RADIATOR ASSY[1.5TON] FULL ALUMINIUM,,1,500,S/PARTS
H04,16410-36600,RADIATOR 7/8S[2.5-3.0TON] FIBRE,S-01061K [16410-23420],1,320,S/PARTS
H04,16460-13320,RADIATOR ASSY[1.5TON]FIBRE,S-01060K,1,320,S/PARTS
H04,16460-36610A,RADIATOR 7/8S[2.5-3.0TON] FULL ALUMINIUM,,1,550,S/PARTS
H04,3132-660002-J0,MULTIWAY VALVE ASSEMBLY,EFL303,1,1369.6919,S/PARTS
H04,3132-660007-00,"CONTROL VALVE ASSEMBLY, 4 SPOOL",EFL252,1,1882.59,S/PARTS
H04,3132-740020-00,"CONTROL VALVE ASSEMBLY, 4 SPOOL",EFL252,1,1422.22,S/PARTS
H04,3218-730000-30,CONTROL VALVE FOUR,,2,1296.52,S/PARTS
H06,3131-411027-00,CABLE R [LENGHT=1790],EFL302,1,46.56,S/PARTS
H06,3131-411027-00KM,CABLE R [LENGHT=790],EFL302,1,85,S/PARTS
H06,3131-412027-00,HAND BRAKE ROPE [LENGHT=1270],EFL252 / EFL302,2,108.2718,S/PARTS
H06,3131-412027-00KM,HAND BRAKE ROPE LH [LENGHT=598],EFL302,1,80,S/PARTS
H06,46401-12402,HAND BRAKE CABLE 6FBRE12-20 [47407-6FBRE15],S-01652 ,3,70,S/PARTS
H06,47407-23000,HAND BRAKE 6FD ( R ),S-01075,1,50,S/PARTS
H06,47408-23000,HAND BRAKE 5/6FD ( L ),,1,45,S/PARTS
H07,46172-12642,HAND BRAKE CABLE 8FBE,,2,65,S/PARTS
H07,46401-10920,PARKING CABLE 7FBE15-25,S-01072K,1,55,S/PARTS
H07,47140-13902,HAND BRAKE CABLE 7FBR,S-01797K,2,45,S/PARTS
H07,47140-23900,HAND BRAKE CABLE 7FBR20,,2,70,S/PARTS
H08,47504-13130,HAND BRAKE CABLE 7FB15-R,S-01108,1,50,S/PARTS
H09,47504-13310,HAND BRAKE CABLE 7 FB/FD/FG 15 [RH],S-01077K,3,45,S/PARTS
H10,47503-13310 ,HAND BRAKE CABLE 7 FB/FD/FG 15 [LH],S-01076,2,40,S/PARTS
H11,47401-23420,HAND BRAKE 7FD/G25 [RH],S-01078,4,50,S/PARTS
H12,47401-23131,HAND BRAKE CABLE 7FB25 (RH),S-01080K,3,65,S/PARTS
H12,47402-23420,HAND BRAKE CABLE 7FD/G25 (LH),S-01079K,3,40,S/PARTS
H13,47404-33240,HAND BRAKE CABLE 7FD/FG30 RH,S-01086K,2,45,S/PARTS
H13,47405-33240,HAND BRAKE CABLE ( L ) 7FD - 3.0TON,S-01085,2,40,S/PARTS
H14,47505-16600,HAND BRAKE ( L) 8FD15,S-01082,4,45,S/PARTS
H14,47506-16600,HAND BRAKE (R) 8FD15,S-01081,3,45,S/PARTS
H15,47403-26600,HAND BRAKE (R) 8FD/FG25,S-01083K,3,45,S/PARTS
H15,47404-26600,HAND BRAKE (L) 8FD/FG25,S-01084K,3,40,S/PARTS
H16,47406-36600,HAND BRAKE CABLE R [8FD/G 3.0],S-01716K,4,50,S/PARTS
H16,47407-36600,HAND BRAKE CABLE L [8FD/G 3.0],S-01638K,3,45,S/PARTS
H17,46410-30551,HAND BRAKE CABLE 7FD45 (RH),S-01646K,1,55,S/PARTS
H17,46420-30551,HAND BRAKE CABLE 7FD45 (LH),S-01647K,1,45,S/PARTS
H18,47401-26560,HAND BRAKE CABLE[8FBN25]RH,,3,70,S/PARTS
H18,47402-26560,HAND BRAKE CABLE[8FBN25]LH,,4,65,S/PARTS
H18,47507-16560,HAND BRAKE CABLE[8FBN15]RH,S-01849K,3,55,S/PARTS
H18,47508-16560,HAND BRAKE CABLE[8FBN15]LH,S-01859K,2,50,S/PARTS
H18,47508-36610,HAND BRAKE CABLE RH 8FDJ35 ,,1,70,S/PARTS
H18,47509-36610,HAND BRAKE CABLE LH 8FDJ35 ,,1,65,S/PARTS
H18,C-52-11252-14603,"CABLE SUB-ASSY, PARKING BRAKE (LH), TCM-FD50T9",TCM-FD50T9 [C-52-11252-14601],1,55,S/PARTS
H18,C-52-11252-24603,"CABLE SUB-ASSY, PARKING BRAKE (RH), TCM-FD50T9",TCM-FD50T9 [C-52-11252-24601],1,65,S/PARTS
H19,47506-30550,HAND BRAKE CABLE 7FD/G40-50 RH,P-00165K,1,65,S/PARTS
H19,47507-33140,HAND BRAKE CABLE 7/8FBJ35 02-7/8FDJ35 LH,,1,70,S/PARTS
H19,47508-33140,HAND BRAKE CABLE 7/8FBJ35 02-7/8FDJ35 RH,,1,75,S/PARTS
H19,47509-30550,HAND BRAKE CABLE 7FD/G40-50 LH,,0,60,S/PARTS
H19,47605-36760-71,"CABLE, PARK BRAKE RH-C",S-00441,1,60,S/PARTS
H19,47606-36760-71,"CABLE, PARK BRAKE LH",,1,55,S/PARTS
H19,P-00564,HAND BRAKE CABLE,46405-12241,2,70,S/PARTS
H19,P-00565,HAND BRAKE CABLE,46404-12241,2,70,S/PARTS
I-A1,S-01910,OIL SEAL TC 18X35X7 @SOG,NBR OIL SEAL[BT PUMP MOTOR OIL SEAL],5,1.6,S/PARTS
I-A1,S-02505,OIL SEAL TC 12X22X7 @SOG,,10,2,S/PARTS
I-A2,S-00800,OIL SEAL TC 18X30X7 @SOG ,NBR OIL SEAL TC HOF ,4,1.9,S/PARTS
I-A3,S-00801,SEAL 18X28X5 OR 8,18X28X5 OR 8,0,7.5,S/PARTS
I-A4,S-00802,U SEAL TRS 18X26X5 @HALLITE,,9,6.5,S/PARTS
I-A5,S-00791,OIL SEAL TC 16X30X8 @SOG,TC16X30X8,72,86,S/PARTS
I-A6,S-00790,OIL SEAL TC 16X26X7 @SOG 32841-23330,[CLUTCH OIL SEAL],17,1.5,S/PARTS
I-A7,S-00803,U SEAL UHS 14X22X5 @HALLITE,BTP29993,5,5.3,S/PARTS
I-A7,S-02451,OIL SEAL TC 12X25X5 @SOG,,3,1.5,S/PARTS
I-B1,S-00807,U SEAL TRS 25X33X5 @HALLITE,HYDRAULIC PU SEAL,48,7.5,S/PARTS
I-B2,S-00799,U SEAL 25X32X6,,6,7,S/PARTS
I-B3,S-00805,U SEAL TRS 22X30X5 @HALLITE,,4,6,S/PARTS
I-B4,S-00804,U SEAL TRS 20X30X8 @HALLITE,,7,7,S/PARTS
I-B5,S-00797,U SEAL TRS 20X28X5 @HALLITE,TRS ROD SEAL SIDE SHIFT,10,6.5,S/PARTS
I-B6,S-00798,U SEAL TRS 20X26X5 @HALLITE,S-00798 [SIDE SHIFT],13,7,S/PARTS
I-B7,S-00792,OIL SEAL 19X31.7X8 @SOG,,2,15,S/PARTS
I-C1,S-00796,OIL SEAL TC 34X54X11 @SOG,,2,2.5,S/PARTS
I-C1,TC 20X40X7,OIL SEAL TC 20X40X7 @SOG,,4,2.5,S/PARTS
I-C2,S-00789,OIL SEAL TC 32X52X8 @SOG,[7FB/8FBN DRIVE MOTOR GEAR BOX OIL SEAL] 14193-13130,4,3.5,S/PARTS
I-C3,SKY 30X40X6,SKY U SEAL 30X40X6,SKY 30X40X6,20,17,S/PARTS
I-C4,S-00810,U SEAL TRS 28X38X7 @HALLITE,,5,8,S/PARTS
I-C5,S-00794,OIL SEAL TC 28X42X7 @SOG, [BT DRIVE MOTOR OIL SEAL],5,2.2,S/PARTS
I-C6,S-00793,OIL SEAL TC 25X40X8 @SOG,HOF : NBR OIL SEAL [BT],6,2.2,S/PARTS
I-C7,S-00808,U SEAL TRS 25X35X7 @HALLITE,,11,8,S/PARTS
I-D1,S-00818,U SEAL UHS 35X45X6 @HALLITE,[SIDE CYCLINDER KIT 1.5 TON],40,7,S/PARTS
I-D2,S-00817,U SEAL 32X45X10 @HALLITE,,8,8,S/PARTS
I-D3,S-00816,U SEAL TRS 32X42X6 @HALLITE,,8,7.5,S/PARTS
I-D4,30X38X4/7,WIPER SEAL 30X38X4/7 PDF UK @HALLITE,POWER TRUCK,9,6,S/PARTS
I-D4,BTP27698,U SEAL 30X38X8 ,POWER TRUCK BUSHING,13,17.9,S/PARTS
I-D5,S-00815,U SEAL 30X38X10,,11,8,S/PARTS
I-D6,S-02272,SEAL MPB 50X60X10 @SKF,,5,21,S/PARTS
I-D7,S-00795,OIL SEAL TC 35X52X8 @SOG,,7,2.5,S/PARTS
I-E1,S-00825,U SEAL 45X53X8,,,8.5,S/PARTS
I-E1,S-02032,U SEAL USI 45X53X8 @HALLITE,USI 45X53X8,7,13,S/PARTS
I-E2,S-00823,U SEAL UPI 40X50X10 @HALLITE,[SIDE CYCLINDER KIT BT 2.5 TON] 8FBRE16,16,9.5,S/PARTS
I-E2,S-02489,U SEAL TRS 40X55X10 @HALLITE,,6,11,S/PARTS
I-E3,40X53X8,U SEAL 40X53X8 @KASTAS,,8,5,S/PARTS
I-E3,S-00822,U SEAL 40X50X8,,3,10,S/PARTS
I-E4,S-00821,U SEAL UHS 40X50X6 @HALLITE,[SIDE CYCLINDER KIT 2.5 TON],45,7,S/PARTS
I-E5,S-00812,U SEAL UPI 30X45X10 @HALLITE,[77242-10110],8,9,S/PARTS
I-E6,S-00944,U SEAL TRS 35X45X10 @HALLITE,,10,12,S/PARTS
I-E7,S-00819,U SEAL 35X45X8 @HALLITE,HYDRAULIC PU SEAL ,3,8,S/PARTS
I-F1,S-00837,U SEAL ODI 48X63X11.5 @HALLITE,,5,15,S/PARTS
I-F2,S-01495,U SEAL 46X56X7,,9,10,S/PARTS
I-F3,S-00832,U SEAL 45X60X10,,3,22,S/PARTS
I-F4,S-00834,U SEAL 45X55X8 @KASTAS,FREELIFT RRE,8,8,S/PARTS
I-F4,S-02033,U SEAL TRS 45X55X7,TRS 45X55X7,,11,S/PARTS
I-F5,S-00820,U SEAL TRS 40X48X8 @HALLITE,,8,9,S/PARTS
I-F6,S-00835,U SEAL UHS 45X55X6 @HALLITE,,14,5.88,S/PARTS
I-F7,S-00824,U SEAL 42X55X8 @UN,[65151-32060],6,8,S/PARTS
I-G1,S-00828,U SEAL TRS 50X65X10 @HALLITE,,3,11,S/PARTS
I-G2,S-00839,U SEAL ODI 53X63X12 @HALLITE,,1,12,S/PARTS
I-G3,S-00827,U SEAL 50X63X8 @SKF,,6,25,S/PARTS
I-G4,S-02440,U SEAL UPI 45X55X10 @HALLITE,FREELIFT CYL KIT RRE160,6,10.5,S/PARTS
I-G4,S-02441,WIPER SEAL DH 45X53X5/6.5 @HALLITE,FREELIFT CYL KIT RRE160,6,6,S/PARTS
I-G5,S-00830,U SEAL UHS 50X60X6 @HALLITE,,26,6.5,S/PARTS
I-G6,S-01152,U SEAL 50X58X8 @KASTAS,[BT2.5-FREELIFT CYL KIT],4,10,S/PARTS
I-G7,S-00831,U SEAL 50X58X6,,8,10,S/PARTS
I-H1,S-00842,U SEAL UHS 70X80X6 @HALLITE,,6,8.4,S/PARTS
I-H2,S-00841,U SEAL 65X80X10,,,,S/PARTS
I-H2,S-01100,U SEAL MPB 30X40X7.3 ,,4,22,S/PARTS
I-H3,S-00840,U SEAL 65X75X10,,5,,S/PARTS
I-H4,S-01574,U SEAL TRS 65X75X6 @HALLITE,,5,10,S/PARTS
I-H5,S-00836,U SEAL UHS 60X70X6 @HALLITE,,10,7.5,S/PARTS
I-H6,S-00826,U SEAL TRS 55X70X12 @HALLITE,[BT2.5-FREELIFT CYL KIT],8,15,S/PARTS
I-H7,S-00838,U SEAL TRS 55X65X6 @HALLITE,,7,9,S/PARTS
I-H7,S-02051,SEAL SKY 55X65X6,,,32,S/PARTS
I-H7,S-02504,U SEAL UPI 56X71X9 @HALLITE,TCM-FD50T9,4,12,S/PARTS
I-I1,S-00849,DUST SEAL 30X42X6/9 @SOG,,10,3.5,S/PARTS
I-I2,S-00848,DUST SEAL 30X40X7/10 @SOG,BTP21114,9,4,S/PARTS
I-I3,S-00847,DUST SEAL 25X37X6/9 @SOG,,6,3.5,S/PARTS
I-I4,S-00846,DUST SEAL 25X35X7/10 @SOG,25X35X7/10,10,4,S/PARTS
I-I5,S-00845,DUST SEAL 22X32X6/9 @SOG,,5,2.5,S/PARTS
I-I6,S-00844,U SEAL TRS 80X90X6 @HALLITE,,6,13,S/PARTS
I-I7,S-00843,U SEAL TRS 75X85X6 @HALLITE,,6,12,S/PARTS
I-J1,S-00850,DUST SEAL 45X55X7/10 @SOG,,9,4.5,S/PARTS
I-J2,S-00851,DUST SEAL 40X52X7/10 @SOG,,12,4.8,S/PARTS
I-J3,S-00852,DUST SEAL 40X50X7/10 @SOG,,7,5,S/PARTS
